date,year,week,team,score,opponent,elo,glicko2
2000-09-03,2000,1,Minnesota Vikings,1.0,Chicago Bears,1516.0,1662.310893906298
2000-09-03,2000,1,Chicago Bears,0.0,Minnesota Vikings,1484.736306793522,1337.689106093702
2000-09-03,2000,1,Indianapolis Colts,1.0,Kansas City Chiefs,1515.263693206478,1662.310893906298
2000-09-03,2000,1,Kansas City Chiefs,0.0,Indianapolis Colts,1484.0,1337.689106093702
2000-09-03,2000,1,Washington Redskins,1.0,Carolina Panthers,1516.0,1662.310893906298
2000-09-03,2000,1,Carolina Panthers,0.0,Washington Redskins,1484.736306793522,1337.689106093702
2000-09-03,2000,1,Atlanta Falcons,1.0,San Francisco 49ers,1516.0,1662.310893906298
2000-09-03,2000,1,San Francisco 49ers,0.0,Atlanta Falcons,1484.736306793522,1337.689106093702
2000-09-03,2000,1,Jacksonville Jaguars,1.0,Cleveland Browns,1515.263693206478,1662.310893906298
2000-09-03,2000,1,Cleveland Browns,0.0,Jacksonville Jaguars,1484.0,1337.689106093702
2000-09-03,2000,1,Tampa Bay Buccaneers,1.0,New England Patriots,1515.263693206478,1662.310893906298
2000-09-03,2000,1,New England Patriots,0.0,Tampa Bay Buccaneers,1484.0,1337.689106093702
2000-09-03,2000,1,Baltimore Ravens,1.0,Pittsburgh Steelers,1515.263693206478,1662.310893906298
2000-09-03,2000,1,Pittsburgh Steelers,0.0,Baltimore Ravens,1484.0,1337.689106093702
2000-09-03,2000,1,Detroit Lions,1.0,New Orleans Saints,1515.263693206478,1662.310893906298
2000-09-03,2000,1,New Orleans Saints,0.0,Detroit Lions,1484.0,1337.689106093702
2000-09-03,2000,1,New York Giants,1.0,Arizona Cardinals,1516.0,1662.310893906298
2000-09-03,2000,1,Arizona Cardinals,0.0,New York Giants,1484.736306793522,1337.689106093702
2000-09-03,2000,1,Philadelphia Eagles,1.0,Dallas Cowboys,1515.263693206478,1662.310893906298
2000-09-03,2000,1,Dallas Cowboys,0.0,Philadelphia Eagles,1484.0,1337.689106093702
2000-09-03,2000,1,Oakland Raiders,1.0,San Diego Chargers,1516.0,1662.310893906298
2000-09-03,2000,1,San Diego Chargers,0.0,Oakland Raiders,1484.736306793522,1337.689106093702
2000-09-03,2000,1,Miami Dolphins,1.0,Seattle Seahawks,1516.0,1662.310893906298
2000-09-03,2000,1,Seattle Seahawks,0.0,Miami Dolphins,1484.736306793522,1337.689106093702
2000-09-03,2000,1,New York Jets,1.0,Green Bay Packers,1515.263693206478,1662.310893906298
2000-09-03,2000,1,Green Bay Packers,0.0,New York Jets,1484.0,1337.689106093702
2000-09-03,2000,1,Buffalo Bills,1.0,Tennessee Titans,1516.0,1662.310893906298
2000-09-03,2000,1,Tennessee Titans,0.0,Buffalo Bills,1484.736306793522,1337.689106093702
2000-09-04,2000,1,St. Louis Rams,1.0,Denver Broncos,1516.0,1662.310893906298
2000-09-04,2000,1,Denver Broncos,0.0,St. Louis Rams,1484.736306793522,1337.689106093702
2000-09-10,2000,2,Minnesota Vikings,1.0,Miami Dolphins,1532.0,1791.9345507008836
2000-09-10,2000,2,Miami Dolphins,0.0,Minnesota Vikings,1500.736306793522,1532.6872371117122
2000-09-10,2000,2,Cleveland Browns,1.0,Cincinnati Bengals,1499.9660918698307,1502.5491476857724
2000-09-10,2000,2,Cincinnati Bengals,0.0,Cleveland Browns,1483.263693206478,1268.1151010042213
2000-09-10,2000,2,Oakland Raiders,1.0,Indianapolis Colts,1531.2314181019374,1791.9345507008836
2000-09-10,2000,2,Indianapolis Colts,0.0,Oakland Raiders,1499.2976013366472,1532.6872371117122
2000-09-10,2000,2,Buffalo Bills,1.0,Green Bay Packers,1530.5304984710244,1720.3171984281494
2000-09-10,2000,2,Green Bay Packers,0.0,Buffalo Bills,1470.130088718727,1279.6828015718506
2000-09-10,2000,2,Tampa Bay Buccaneers,1.0,Chicago Bears,1529.86146177277,1720.3171984281494
2000-09-10,2000,2,Chicago Bears,0.0,Tampa Bay Buccaneers,1470.8027902014453,1279.6828015718506
2000-09-10,2000,2,Baltimore Ravens,1.0,Jacksonville Jaguars,1531.263693206478,1791.9345507008836
2000-09-10,2000,2,Jacksonville Jaguars,0.0,Baltimore Ravens,1500.0,1532.6872371117122
2000-09-10,2000,2,New York Giants,1.0,Philadelphia Eagles,1531.2314181019374,1791.9345507008836
2000-09-10,2000,2,Philadelphia Eagles,0.0,New York Giants,1499.2976013366472,1532.6872371117122
2000-09-10,2000,2,Tennessee Titans,1.0,Kansas City Chiefs,1500.7023986633528,1467.3127628882878
2000-09-10,2000,2,Kansas City Chiefs,0.0,Tennessee Titans,1468.7685818980626,1208.0654492991164
2000-09-10,2000,2,Carolina Panthers,1.0,San Francisco 49ers,1500.0,1467.3127628882878
2000-09-10,2000,2,San Francisco 49ers,0.0,Carolina Panthers,1468.736306793522,1208.0654492991164
2000-09-10,2000,2,New Orleans Saints,1.0,San Diego Chargers,1499.2959743170234,1467.3127628882878
2000-09-10,2000,2,San Diego Chargers,0.0,New Orleans Saints,1468.7023986633528,1208.0654492991164
2000-09-10,2000,2,St. Louis Rams,1.0,Seattle Seahawks,1529.9017057911524,1720.3171984281494
2000-09-10,2000,2,Seattle Seahawks,0.0,St. Louis Rams,1470.1721796717984,1279.6828015718506
2000-09-10,2000,2,Denver Broncos,1.0,Atlanta Falcons,1502.1721796717984,1566.9398907300822
2000-09-10,2000,2,Atlanta Falcons,0.0,Denver Broncos,1499.3635413584034,1433.0601092699178
2000-09-10,2000,2,Detroit Lions,1.0,Washington Redskins,1531.2976013366472,1791.9345507008836
2000-09-10,2000,2,Washington Redskins,0.0,Detroit Lions,1500.7040256829766,1532.6872371117122
2000-09-10,2000,2,Arizona Cardinals,1.0,Dallas Cowboys,1500.7023986633528,1467.3127628882878
2000-09-10,2000,2,Dallas Cowboys,0.0,Arizona Cardinals,1468.7685818980626,1208.0654492991164
2000-09-11,2000,2,New York Jets,1.0,New England Patriots,1529.8278203282016,1720.3171984281494
2000-09-11,2000,2,New England Patriots,0.0,New York Jets,1470.0982942088476,1279.6828015718506
2000-09-17,2000,3,Jacksonville Jaguars,1.0,Cincinnati Bengals,1515.2298601853572,1585.7281860890669
2000-09-17,2000,3,Cincinnati Bengals,0.0,Jacksonville Jaguars,1468.7316497961992,1201.5965115424735
2000-09-17,2000,3,Atlanta Falcons,1.0,Carolina Panthers,1514.6551377968237,1556.184900546912
2000-09-17,2000,3,Carolina Panthers,0.0,Atlanta Falcons,1483.970690029177,1354.704605071616
2000-09-17,2000,3,Cleveland Browns,1.0,Pittsburgh Steelers,1515.231343303457,1575.931219456912
2000-09-17,2000,3,Pittsburgh Steelers,0.0,Cleveland Browns,1469.4343950958937,1248.509238985001
2000-09-17,2000,3,Green Bay Packers,1.0,Philadelphia Eagles,1487.4701556419077,1465.675638860912
2000-09-17,2000,3,Philadelphia Eagles,0.0,Green Bay Packers,1482.7531376377103,1364.8837410182875
2000-09-17,2000,3,St. Louis Rams,1.0,San Francisco 49ers,1543.1136788025867,1745.061957778641
2000-09-17,2000,3,San Francisco 49ers,0.0,St. Louis Rams,1456.1101293627057,1185.0001070215121
2000-09-17,2000,3,New York Jets,1.0,Buffalo Bills,1545.8601798084173,1833.2961190560438
2000-09-17,2000,3,Buffalo Bills,0.0,New York Jets,1515.2359986263,1607.338277800255
2000-09-17,2000,3,Tampa Bay Buccaneers,1.0,Detroit Lions,1545.1881234495622,1853.64906602211
2000-09-17,2000,3,Detroit Lions,0.0,Tampa Bay Buccaneers,1515.2314650422938,1670.2349604656347
2000-09-17,2000,3,New York Giants,1.0,Chicago Bears,1543.8885814217917,1814.9998929784879
2000-09-17,2000,3,Chicago Bears,0.0,New York Giants,1457.5579057404607,1254.938042221359
2000-09-17,2000,3,Denver Broncos,1.0,Oakland Raiders,1518.7118906406893,1744.7225949003919
2000-09-17,2000,3,Oakland Raiders,0.0,Denver Broncos,1513.8963025413602,1631.238179615469
2000-09-17,2000,3,Kansas City Chiefs,1.0,San Diego Chargers,1484.7655340475064,1313.718800067505
2000-09-17,2000,3,San Diego Chargers,0.0,Kansas City Chiefs,1453.4416067670857,1102.4120985307277
2000-09-17,2000,3,Minnesota Vikings,1.0,New England Patriots,1544.5952364376117,1814.9998929784879
2000-09-17,2000,3,New England Patriots,0.0,Minnesota Vikings,1456.9191876159216,1254.938042221359
2000-09-17,2000,3,Seattle Seahawks,1.0,New Orleans Saints,1487.510247409608,1446.4549315790468
2000-09-17,2000,3,New Orleans Saints,0.0,Seattle Seahawks,1482.7534296223548,1316.190956438716
2000-09-17,2000,3,Miami Dolphins,1.0,Baltimore Ravens,1518.13853822723,1705.5955011513677
2000-09-17,2000,3,Baltimore Ravens,0.0,Miami Dolphins,1514.6595448524308,1619.0262866612281
2000-09-18,2000,3,Dallas Cowboys,1.0,Washington Redskins,1485.4345139848747,1397.622499294788
2000-09-18,2000,3,Washington Redskins,0.0,Dallas Cowboys,1483.237472050366,1343.1301871160406
2000-09-24,2000,4,Tennessee Titans,1.0,Pittsburgh Steelers,1514.6039182809034,1527.5650976059178
2000-09-24,2000,4,Pittsburgh Steelers,0.0,Tennessee Titans,1454.870464874767,1187.9198428491197
2000-09-24,2000,4,Baltimore Ravens,1.0,Cincinnati Bengals,1528.5567214648681,1645.8082298708703
2000-09-24,2000,4,Cincinnati Bengals,0.0,Baltimore Ravens,1455.459786644491,1169.6325973610842
2000-09-24,2000,4,St. Louis Rams,1.0,Atlanta Falcons,1557.1366612914098,1810.5704490659052
2000-09-24,2000,4,Atlanta Falcons,0.0,St. Louis Rams,1499.962778901338,1500.0280129531432
2000-09-24,2000,4,Detroit Lions,1.0,Chicago Bears,1528.0047178555942,1695.8282534149012
2000-09-24,2000,4,Chicago Bears,0.0,Detroit Lions,1444.189741924224,1223.9728623575515
2000-09-24,2000,4,Philadelphia Eagles,1.0,New Orleans Saints,1498.0168436441845,1447.1033227848188
2000-09-24,2000,4,New Orleans Saints,0.0,Philadelphia Eagles,1466.753416175965,1235.7432722495223
2000-09-24,2000,4,Miami Dolphins,1.0,New England Patriots,1531.3481021806629,1729.2122889125242
2000-09-24,2000,4,New England Patriots,0.0,Miami Dolphins,1444.2952781967772,1227.5945700708967
2000-09-24,2000,4,San Francisco 49ers,1.0,Dallas Cowboys,1472.6614788585957,1338.2878030121863
2000-09-24,2000,4,Dallas Cowboys,0.0,San Francisco 49ers,1468.0872737868888,1255.5975724419434
2000-09-24,2000,4,Green Bay Packers,1.0,Arizona Cardinals,1503.3146517778375,1562.1371228147354
2000-09-24,2000,4,Arizona Cardinals,0.0,Green Bay Packers,1484.0933258114544,1360.0223569549185
2000-09-24,2000,4,New York Jets,1.0,Tampa Bay Buccaneers,1561.094414003819,1931.1656125911886
2000-09-24,2000,4,Tampa Bay Buccaneers,0.0,New York Jets,1529.2190727500329,1756.0891490456575
2000-09-24,2000,4,Seattle Seahawks,1.0,San Diego Chargers,1501.290921774693,1481.6206203665308
2000-09-24,2000,4,San Diego Chargers,0.0,Seattle Seahawks,1439.0055163931831,1070.4033386840736
2000-09-24,2000,4,Kansas City Chiefs,1.0,Denver Broncos,1501.5196712743411,1486.6794752562364
2000-09-24,2000,4,Denver Broncos,0.0,Kansas City Chiefs,1501.1535587927806,1544.0845654611076
2000-09-24,2000,4,Oakland Raiders,1.0,Cleveland Browns,1529.9577831379156,1711.0013179846578
2000-09-24,2000,4,Cleveland Browns,0.0,Oakland Raiders,1499.909115078019,1492.6021142911152
2000-09-24,2000,4,Washington Redskins,1.0,New York Giants,1501.1571049859738,1537.1847834123637
2000-09-24,2000,4,New York Giants,0.0,Washington Redskins,1525.123525123893,1603.448722219438
2000-09-25,2000,4,Indianapolis Colts,1.0,Jacksonville Jaguars,1516.030795113542,1653.8854900078688
2000-09-25,2000,4,Jacksonville Jaguars,0.0,Indianapolis Colts,1499.266744536541,1482.9660197058918
2000-10-01,2000,5,Indianapolis Colts,1.0,Buffalo Bills,1531.2596496564174,1730.9938031955212
2000-10-01,2000,5,Buffalo Bills,0.0,Indianapolis Colts,1499.2726002933225,1523.298112811849
2000-10-01,2000,5,Minnesota Vikings,1.0,Detroit Lions,1559.133631487288,1889.5375238680513
2000-10-01,2000,5,Detroit Lions,0.0,Minnesota Vikings,1512.7681592949907,1636.1692466693662
2000-10-01,2000,5,Dallas Cowboys,1.0,Carolina Panthers,1484.0482435291963,1356.693489513786
2000-10-01,2000,5,Carolina Panthers,0.0,Dallas Cowboys,1467.2397408286133,1243.0277422137685
2000-10-01,2000,5,St. Louis Rams,1.0,San Diego Chargers,1567.8968977518552,1816.661279915437
2000-10-01,2000,5,San Diego Chargers,0.0,St. Louis Rams,1428.6830832140615,1064.85261114478
2000-10-01,2000,5,Baltimore Ravens,1.0,Cleveland Browns,1542.5715228171312,1702.9283425839756
2000-10-01,2000,5,Cleveland Browns,0.0,Baltimore Ravens,1485.225404423575,1440.0107072803542
2000-10-01,2000,5,Pittsburgh Steelers,1.0,Jacksonville Jaguars,1472.0821925755063,1352.037979114277
2000-10-01,2000,5,Jacksonville Jaguars,0.0,Pittsburgh Steelers,1481.2332760585186,1349.1599313163015
2000-10-01,2000,5,Tennessee Titans,1.0,New York Giants,1531.088216094793,1635.198667068203
2000-10-01,2000,5,New York Giants,0.0,Tennessee Titans,1509.3981823112802,1493.5784634918598
2000-10-01,2000,5,Miami Dolphins,1.0,Cincinnati Bengals,1543.3606870004658,1743.0798876616154
2000-10-01,2000,5,Cincinnati Bengals,0.0,Miami Dolphins,1442.9000355577025,1153.7593135733616
2000-10-01,2000,5,New England Patriots,1.0,Denver Broncos,1462.050264472298,1405.096871612123
2000-10-01,2000,5,Denver Broncos,0.0,New England Patriots,1482.5582657690968,1388.475419815049
2000-10-01,2000,5,San Francisco 49ers,1.0,Arizona Cardinals,1489.1877449609115,1428.1719485851556
2000-10-01,2000,5,Arizona Cardinals,0.0,San Francisco 49ers,1468.3279156711535,1268.0104797913295
2000-10-01,2000,5,Chicago Bears,1.0,Green Bay Packers,1462.0431667020307,1407.7795944394168
2000-10-01,2000,5,Green Bay Packers,0.0,Chicago Bears,1484.6178318664251,1417.431341468494
2000-10-01,2000,5,Washington Redskins,1.0,Tampa Bay Buccaneers,1518.4466035181722,1677.4508827144539
2000-10-01,2000,5,Tampa Bay Buccaneers,0.0,Washington Redskins,1512.7231411199245,1636.929501642495
2000-10-01,2000,5,Philadelphia Eagles,1.0,Atlanta Falcons,1514.1064563374512,1534.8061771915955
2000-10-01,2000,5,Atlanta Falcons,0.0,Philadelphia Eagles,1484.6137597547627,1407.9241410184495
2000-10-02,2000,5,Kansas City Chiefs,1.0,Seattle Seahawks,1517.509136972105,1567.1943861644397
2000-10-02,2000,5,Seattle Seahawks,0.0,Kansas City Chiefs,1486.0372561764782,1396.015433569421
2000-10-08,2000,6,Tennessee Titans,1.0,Cincinnati Bengals,1542.5971411313624,1651.4396513824488
2000-10-08,2000,6,Cincinnati Bengals,0.0,Tennessee Titans,1430.8762237634646,1133.821502522661
2000-10-08,2000,6,Pittsburgh Steelers,1.0,New York Jets,1491.2186529806518,1535.1526847915952
2000-10-08,2000,6,New York Jets,0.0,Pittsburgh Steelers,1541.0826419792031,1757.93033518629
2000-10-08,2000,6,Detroit Lions,1.0,Green Bay Packers,1527.4746181630753,1674.3308257453775
2000-10-08,2000,6,Green Bay Packers,0.0,Detroit Lions,1470.581510349367,1377.190343684245
2000-10-08,2000,6,Miami Dolphins,1.0,Buffalo Bills,1557.3411836564105,1787.7614565730653
2000-10-08,2000,6,Buffalo Bills,0.0,Miami Dolphins,1485.9221324841674,1481.312557535419
2000-10-08,2000,6,New England Patriots,1.0,Indianapolis Colts,1481.1959758925761,1568.0321655683258
2000-10-08,2000,6,Indianapolis Colts,0.0,New England Patriots,1512.969957589883,1601.1363680218662
2000-10-08,2000,6,Washington Redskins,1.0,Philadelphia Eagles,1533.5201465560447,1730.1133098386438
2000-10-08,2000,6,Philadelphia Eagles,0.0,Washington Redskins,1498.3063171055455,1490.0059298100034
2000-10-08,2000,6,New Orleans Saints,1.0,Chicago Bears,1481.8107556108314,1343.852610161166
2000-10-08,2000,6,Chicago Bears,0.0,New Orleans Saints,1446.260068418,1280.9092001849965
2000-10-08,2000,6,Oakland Raiders,1.0,San Francisco 49ers,1543.450330454716,1744.4654319111498
2000-10-08,2000,6,San Francisco 49ers,0.0,Oakland Raiders,1475.0567039527784,1397.0874987057587
2000-10-08,2000,6,New York Giants,1.0,Atlanta Falcons,1523.5803459393783,1556.8732768734549
2000-10-08,2000,6,Atlanta Falcons,0.0,New York Giants,1469.7531924950404,1353.3203115025221
2000-10-08,2000,6,Carolina Panthers,1.0,Seattle Seahawks,1484.1045547381734,1348.3688568554462
2000-10-08,2000,6,Seattle Seahawks,0.0,Carolina Panthers,1469.9482529041038,1294.9878496185
2000-10-08,2000,6,Arizona Cardinals,1.0,Cleveland Browns,1485.1054608260781,1375.6760674543223
2000-10-08,2000,6,Cleveland Browns,0.0,Arizona Cardinals,1469.2198808170024,1340.1977608286954
2000-10-08,2000,6,Denver Broncos,1.0,San Diego Chargers,1495.49212637849,1418.8715105920824
2000-10-08,2000,6,San Diego Chargers,0.0,Denver Broncos,1415.1444307226354,1035.2502971851277
2000-10-08,2000,6,Baltimore Ravens,1.0,Jacksonville Jaguars,1555.1904345749235,1727.0637840214793
2000-10-08,2000,6,Jacksonville Jaguars,0.0,Baltimore Ravens,1468.029020618332,1325.5671500818157
2000-10-09,2000,6,Minnesota Vikings,1.0,Tampa Bay Buccaneers,1573.0089716437692,1929.6507750800058
2000-10-09,2000,6,Tampa Bay Buccaneers,0.0,Minnesota Vikings,1499.471875132411,1603.9699635354295
2000-10-15,2000,7,Oakland Raiders,1.0,Kansas City Chiefs,1557.5823374326037,1786.9132601696158
2000-10-15,2000,7,Kansas City Chiefs,0.0,Oakland Raiders,1502.7015580566997,1524.7317181216063
2000-10-15,2000,7,Buffalo Bills,1.0,San Diego Chargers,1498.707051206336,1496.8322172194737
2000-10-15,2000,7,San Diego Chargers,0.0,Buffalo Bills,1402.9201078581218,1019.1669452795243
2000-10-15,2000,7,Pittsburgh Steelers,1.0,Cincinnati Bengals,1504.467389499607,1557.5011516880384
2000-10-15,2000,7,Cincinnati Bengals,0.0,Pittsburgh Steelers,1418.2154335937978,1108.4690013062177
2000-10-15,2000,7,Washington Redskins,1.0,Baltimore Ravens,1550.5168081036174,1796.3866683002304
2000-10-15,2000,7,Baltimore Ravens,0.0,Washington Redskins,1538.9752191030102,1659.0700684709304
2000-10-15,2000,7,St. Louis Rams,1.0,Atlanta Falcons,1579.4937123298714,1835.4520071674003
2000-10-15,2000,7,Atlanta Falcons,0.0,St. Louis Rams,1458.6453119486032,1340.6225287947007
2000-10-15,2000,7,New York Giants,1.0,Dallas Cowboys,1537.7676413079898,1594.3162482578523
2000-10-15,2000,7,Dallas Cowboys,0.0,New York Giants,1470.5025861771157,1316.7799970137366
2000-10-15,2000,7,New Orleans Saints,1.0,Carolina Panthers,1497.9163874296316,1412.823572335478
2000-10-15,2000,7,Carolina Panthers,0.0,New Orleans Saints,1468.7402782855563,1281.8759243997072
2000-10-15,2000,7,Indianapolis Colts,1.0,Seattle Seahawks,1526.3660441390625,1627.3750553675436
2000-10-15,2000,7,Seattle Seahawks,0.0,Indianapolis Colts,1455.9194113259703,1270.5980299986559
2000-10-15,2000,7,New York Jets,1.0,New England Patriots,1553.7626143106863,1802.5273388304872
2000-10-15,2000,7,New England Patriots,0.0,New York Jets,1467.9268667185186,1521.6883990999086
2000-10-15,2000,7,Denver Broncos,1.0,Cleveland Browns,1510.2845455395654,1479.4969662635551
2000-10-15,2000,7,Cleveland Browns,0.0,Denver Broncos,1455.1022214038376,1290.6738593430043
2000-10-15,2000,7,Philadelphia Eagles,1.0,Arizona Cardinals,1512.9925151177551,1533.19109708357
2000-10-15,2000,7,Arizona Cardinals,0.0,Philadelphia Eagles,1469.7130903546818,1327.9423994693402
2000-10-15,2000,7,Green Bay Packers,1.0,San Francisco 49ers,1486.7875892341679,1447.7771212731827
2000-10-15,2000,7,San Francisco 49ers,0.0,Green Bay Packers,1459.5967259876904,1327.4145623421045
2000-10-15,2000,7,Minnesota Vikings,1.0,Chicago Bears,1583.0015054995067,1936.5400689554774
2000-10-15,2000,7,Chicago Bears,0.0,Minnesota Vikings,1435.8512060230548,1273.91575414017
2000-10-16,2000,7,Tennessee Titans,1.0,Jacksonville Jaguars,1555.2149258226013,1678.0579967874278
2000-10-16,2000,7,Jacksonville Jaguars,0.0,Tennessee Titans,1455.9618719278335,1301.6071176248993
2000-10-19,2000,8,Detroit Lions,1.0,Tampa Bay Buccaneers,1541.5173278648485,1727.9235936540053
2000-10-19,2000,8,Tampa Bay Buccaneers,0.0,Detroit Lions,1484.7586639430265,1551.297641177545
2000-10-22,2000,8,Cincinnati Bengals,1.0,Denver Broncos,1438.3588365416979,1272.1078548403266
2000-10-22,2000,8,Denver Broncos,0.0,Cincinnati Bengals,1491.0187651087595,1365.4896743686727
2000-10-22,2000,8,Indianapolis Colts,1.0,New England Patriots,1539.6999163952623,1674.1961464070212
2000-10-22,2000,8,New England Patriots,0.0,Indianapolis Colts,1455.1859092128948,1469.4407273947404
2000-10-22,2000,8,Dallas Cowboys,1.0,Arizona Cardinals,1486.4662286134599,1382.4593266103313
2000-10-22,2000,8,Arizona Cardinals,0.0,Dallas Cowboys,1454.4840034893039,1269.5316971035095
2000-10-22,2000,8,Kansas City Chiefs,1.0,St. Louis Rams,1522.1814836830843,1629.3080234889076
2000-10-22,2000,8,St. Louis Rams,0.0,Kansas City Chiefs,1560.8780685783026,1680.5013275330468
2000-10-22,2000,8,Minnesota Vikings,1.0,Buffalo Bills,1595.1940187864082,1952.8843676114402
2000-10-22,2000,8,Buffalo Bills,0.0,Minnesota Vikings,1487.0396271257928,1481.8805556202371
2000-10-22,2000,8,Carolina Panthers,1.0,San Francisco 49ers,1484.3192993264531,1346.3372078696218
2000-10-22,2000,8,San Francisco 49ers,0.0,Carolina Panthers,1444.7333248753284,1262.5096431585687
2000-10-22,2000,8,Tennessee Titans,1.0,Baltimore Ravens,1569.7686067459395,1743.3202928665962
2000-10-22,2000,8,Baltimore Ravens,0.0,Tennessee Titans,1523.7225410696415,1603.2188307016681
2000-10-22,2000,8,Philadelphia Eagles,1.0,Chicago Bears,1525.4972742831526,1556.6016997234005
2000-10-22,2000,8,Chicago Bears,0.0,Philadelphia Eagles,1423.8903201236992,1240.435641848252
2000-10-22,2000,8,New Orleans Saints,1.0,Atlanta Falcons,1511.4732502368993,1461.450032408975
2000-10-22,2000,8,Atlanta Falcons,0.0,New Orleans Saints,1444.4461491303884,1292.5938873716368
2000-10-22,2000,8,Oakland Raiders,1.0,Seattle Seahawks,1569.0297813864474,1796.4764877195967
2000-10-22,2000,8,Seattle Seahawks,0.0,Oakland Raiders,1444.9517896705604,1261.4961926604544
2000-10-22,2000,8,Pittsburgh Steelers,1.0,Cleveland Browns,1518.2092150693436,1590.2978036677114
2000-10-22,2000,8,Cleveland Browns,0.0,Pittsburgh Steelers,1441.9768619594029,1267.009195258377
2000-10-22,2000,8,Washington Redskins,1.0,Jacksonville Jaguars,1561.7685424036697,1806.1929476984026
2000-10-22,2000,8,Jacksonville Jaguars,0.0,Washington Redskins,1444.2118750009897,1291.1290071751873
2000-10-23,2000,8,New York Jets,1.0,Miami Dolphins,1569.9274076917345,1866.8164932587943
2000-10-23,2000,8,Miami Dolphins,0.0,New York Jets,1541.920547277074,1716.9000496883089
2000-10-29,2000,9,Buffalo Bills,1.0,New York Jets,1506.7859439120045,1604.6511731447888
2000-10-29,2000,9,New York Jets,0.0,Buffalo Bills,1551.05123099689,1755.2353367157666
2000-10-29,2000,9,Tampa Bay Buccaneers,1.0,Minnesota Vikings,1505.6797725178344,1656.3816814241559
2000-10-29,2000,9,Minnesota Vikings,0.0,Tampa Bay Buccaneers,1575.1605889862992,1814.82028314587
2000-10-29,2000,9,Miami Dolphins,1.0,Green Bay Packers,1555.4026795289165,1743.9903000282727
2000-10-29,2000,9,Green Bay Packers,0.0,Miami Dolphins,1473.9069814399904,1422.7708582845028
2000-10-29,2000,9,Pittsburgh Steelers,1.0,Baltimore Ravens,1533.7147519323084,1660.1481082084683
2000-10-29,2000,9,Baltimore Ravens,0.0,Pittsburgh Steelers,1507.468664333912,1550.0596933829463
2000-10-29,2000,9,Atlanta Falcons,1.0,Carolina Panthers,1462.2743562708908,1351.9412724049585
2000-10-29,2000,9,Carolina Panthers,0.0,Atlanta Falcons,1467.3054523851042,1288.0443465486967
2000-10-29,2000,9,Cincinnati Bengals,1.0,Cleveland Browns,1453.7812040064905,1348.8111157193093
2000-10-29,2000,9,Cleveland Browns,0.0,Cincinnati Bengals,1425.8102517539762,1218.4493106470968
2000-10-29,2000,9,Indianapolis Colts,1.0,Detroit Lions,1555.7836105230538,1737.889820052448
2000-10-29,2000,9,Detroit Lions,0.0,Indianapolis Colts,1526.1739454696979,1663.1687582226516
2000-10-29,2000,9,New Orleans Saints,1.0,Arizona Cardinals,1524.2753910184324,1490.586611615219
2000-10-29,2000,9,Arizona Cardinals,0.0,New Orleans Saints,1441.0851686822068,1241.2818600430537
2000-10-29,2000,9,St. Louis Rams,1.0,San Francisco 49ers,1571.277315574801,1698.5641060629177
2000-10-29,2000,9,San Francisco 49ers,0.0,St. Louis Rams,1433.891269569362,1250.4263057960432
2000-10-29,2000,9,New York Giants,1.0,Philadelphia Eagles,1553.2028048423144,1649.7730394345267
2000-10-29,2000,9,Philadelphia Eagles,0.0,New York Giants,1510.7704635506834,1512.425854532466
2000-10-29,2000,9,Jacksonville Jaguars,1.0,Dallas Cowboys,1461.3299353709674,1366.214011513561
2000-10-29,2000,9,Dallas Cowboys,0.0,Jacksonville Jaguars,1468.5298810863992,1314.6079317576705
2000-10-29,2000,9,Kansas City Chiefs,1.0,Seattle Seahawks,1534.1387260354782,1646.0168501330857
2000-10-29,2000,9,Seattle Seahawks,0.0,Kansas City Chiefs,1432.4509063258322,1244.9234371496154
2000-10-29,2000,9,Oakland Raiders,1.0,San Diego Chargers,1577.5897604853974,1799.2763213739524
2000-10-29,2000,9,San Diego Chargers,0.0,Oakland Raiders,1394.0356652485095,1016.0492561503961
2000-10-30,2000,9,Tennessee Titans,1.0,Washington Redskins,1584.682001319341,1811.857218088949
2000-10-30,2000,9,Washington Redskins,0.0,Tennessee Titans,1546.1368938841397,1740.6856758571723
2000-11-05,2000,10,Miami Dolphins,1.0,Detroit Lions,1569.3923410309296,1790.4661451535994
2000-11-05,2000,10,Detroit Lions,0.0,Miami Dolphins,1511.5168119260122,1623.356590967294
2000-11-05,2000,10,Buffalo Bills,1.0,New England Patriots,1519.8163032898974,1645.0941443571305
2000-11-05,2000,10,New England Patriots,0.0,Buffalo Bills,1441.544860086684,1428.282930749365
2000-11-05,2000,10,Chicago Bears,1.0,Indianapolis Colts,1445.6883504781638,1384.39770025128
2000-11-05,2000,10,Indianapolis Colts,0.0,Chicago Bears,1534.87668655639,1639.8527731006209
2000-11-05,2000,10,New Orleans Saints,1.0,San Francisco 49ers,1536.2044714521405,1512.6596418390952
2000-11-05,2000,10,San Francisco 49ers,0.0,New Orleans Saints,1422.4713327869706,1227.5663659606137
2000-11-05,2000,10,Tampa Bay Buccaneers,1.0,Atlanta Falcons,1519.0594394158043,1675.783409505644
2000-11-05,2000,10,Atlanta Falcons,0.0,Tampa Bay Buccaneers,1448.2629146918007,1335.3127708688191
2000-11-05,2000,10,Baltimore Ravens,1.0,Cincinnati Bengals,1520.410478736077,1575.1812325919936
2000-11-05,2000,10,Cincinnati Bengals,0.0,Baltimore Ravens,1440.234110468163,1313.691044577275
