,week,day,date,time,at_value,boxscore,season_year,home_team,away_team,is_winner,team,opponent,week_team_opponent,glicko2_rating,elo_rating
0,1,Sun,2000-09-03,1:00PM,,boxscore,2000,Minnesota Vikings,Chicago Bears,True,Minnesota Vikings,Chicago Bears,2000-1-Minnesota Vikings-Chicago Bears,1662.3108948049444,1506.0
1,1,Sun,2000-09-03,1:00PM,@,boxscore,2000,Kansas City Chiefs,Indianapolis Colts,True,Indianapolis Colts,Kansas City Chiefs,2000-1-Indianapolis Colts-Kansas City Chiefs,1662.3108948049444,1506.0
2,1,Sun,2000-09-03,1:01PM,,boxscore,2000,Washington Redskins,Carolina Panthers,True,Washington Redskins,Carolina Panthers,2000-1-Washington Redskins-Carolina Panthers,1662.3108948049444,1506.0
3,1,Sun,2000-09-03,1:02PM,,boxscore,2000,Atlanta Falcons,San Francisco 49ers,True,Atlanta Falcons,San Francisco 49ers,2000-1-Atlanta Falcons-San Francisco 49ers,1662.3108948049444,1506.0
4,1,Sun,2000-09-03,1:02PM,@,boxscore,2000,Cleveland Browns,Jacksonville Jaguars,True,Jacksonville Jaguars,Cleveland Browns,2000-1-Jacksonville Jaguars-Cleveland Browns,1662.3108948049444,1506.0
5,1,Sun,2000-09-03,1:02PM,@,boxscore,2000,New England Patriots,Tampa Bay Buccaneers,True,Tampa Bay Buccaneers,New England Patriots,2000-1-Tampa Bay Buccaneers-New England Patriots,1662.3108948049444,1506.0
6,1,Sun,2000-09-03,1:02PM,@,boxscore,2000,Pittsburgh Steelers,Baltimore Ravens,True,Baltimore Ravens,Pittsburgh Steelers,2000-1-Baltimore Ravens-Pittsburgh Steelers,1662.3108948049444,1506.0
7,1,Sun,2000-09-03,1:03PM,@,boxscore,2000,New Orleans Saints,Detroit Lions,True,Detroit Lions,New Orleans Saints,2000-1-Detroit Lions-New Orleans Saints,1662.3108948049444,1506.0
8,1,Sun,2000-09-03,1:04PM,,boxscore,2000,New York Giants,Arizona Cardinals,True,New York Giants,Arizona Cardinals,2000-1-New York Giants-Arizona Cardinals,1662.3108948049444,1506.0
9,1,Sun,2000-09-03,4:05PM,@,boxscore,2000,Dallas Cowboys,Philadelphia Eagles,True,Philadelphia Eagles,Dallas Cowboys,2000-1-Philadelphia Eagles-Dallas Cowboys,1662.3108948049444,1506.0
10,1,Sun,2000-09-03,4:15PM,,boxscore,2000,Oakland Raiders,San Diego Chargers,True,Oakland Raiders,San Diego Chargers,2000-1-Oakland Raiders-San Diego Chargers,1662.3108948049444,1506.0
11,1,Sun,2000-09-03,4:16PM,,boxscore,2000,Miami Dolphins,Seattle Seahawks,True,Miami Dolphins,Seattle Seahawks,2000-1-Miami Dolphins-Seattle Seahawks,1662.3108948049444,1506.0
12,1,Sun,2000-09-03,4:20PM,@,boxscore,2000,Green Bay Packers,New York Jets,True,New York Jets,Green Bay Packers,2000-1-New York Jets-Green Bay Packers,1662.3108948049444,1506.0
13,1,Sun,2000-09-03,8:35PM,,boxscore,2000,Buffalo Bills,Tennessee Titans,True,Buffalo Bills,Tennessee Titans,2000-1-Buffalo Bills-Tennessee Titans,1662.3108948049444,1506.0
14,1,Mon,2000-09-04,9:07PM,,boxscore,2000,St. Louis Rams,Denver Broncos,True,St. Louis Rams,Denver Broncos,2000-1-St. Louis Rams-Denver Broncos,1662.3108948049444,1506.0
15,2,Sun,2000-09-10,12:00PM,,boxscore,2000,Minnesota Vikings,Miami Dolphins,True,Minnesota Vikings,Miami Dolphins,2000-2-Minnesota Vikings-Miami Dolphins,1791.9345543778736,1512.0
16,2,Sun,2000-09-10,1:00PM,@,boxscore,2000,Cincinnati Bengals,Cleveland Browns,True,Cleveland Browns,Cincinnati Bengals,2000-2-Cleveland Browns-Cincinnati Bengals,1502.549146987001,1499.896393970147
17,2,Sun,2000-09-10,1:00PM,@,boxscore,2000,Indianapolis Colts,Oakland Raiders,True,Oakland Raiders,Indianapolis Colts,2000-2-Oakland Raiders-Indianapolis Colts,1791.9345543778736,1512.0
18,2,Sun,2000-09-10,1:01PM,,boxscore,2000,Buffalo Bills,Green Bay Packers,True,Buffalo Bills,Green Bay Packers,2000-2-Buffalo Bills-Green Bay Packers,1720.3172011206827,1512.2071502931885
19,2,Sun,2000-09-10,1:01PM,,boxscore,2000,Tampa Bay Buccaneers,Chicago Bears,True,Tampa Bay Buccaneers,Chicago Bears,2000-2-Tampa Bay Buccaneers-Chicago Bears,1720.3172011206827,1512.2071502931885
20,2,Sun,2000-09-10,1:02PM,,boxscore,2000,Baltimore Ravens,Jacksonville Jaguars,True,Baltimore Ravens,Jacksonville Jaguars,2000-2-Baltimore Ravens-Jacksonville Jaguars,1791.9345543778736,1512.0
21,2,Sun,2000-09-10,1:02PM,@,boxscore,2000,Philadelphia Eagles,New York Giants,True,New York Giants,Philadelphia Eagles,2000-2-New York Giants-Philadelphia Eagles,1791.9345543778736,1512.0
22,2,Sun,2000-09-10,1:03PM,,boxscore,2000,Tennessee Titans,Kansas City Chiefs,True,Tennessee Titans,Kansas City Chiefs,2000-2-Tennessee Titans-Kansas City Chiefs,1467.3127647679848,1500.0
23,2,Sun,2000-09-10,4:15PM,@,boxscore,2000,San Francisco 49ers,Carolina Panthers,True,Carolina Panthers,San Francisco 49ers,2000-2-Carolina Panthers-San Francisco 49ers,1467.3127647679848,1500.0
24,2,Sun,2000-09-10,4:15PM,@,boxscore,2000,San Diego Chargers,New Orleans Saints,True,New Orleans Saints,San Diego Chargers,2000-2-New Orleans Saints-San Diego Chargers,1467.3127647679848,1500.0
25,2,Sun,2000-09-10,4:15PM,@,boxscore,2000,Seattle Seahawks,St. Louis Rams,True,St. Louis Rams,Seattle Seahawks,2000-2-St. Louis Rams-Seattle Seahawks,1720.3172011206827,1512.2071502931885
26,2,Sun,2000-09-10,4:16PM,,boxscore,2000,Denver Broncos,Atlanta Falcons,True,Denver Broncos,Atlanta Falcons,2000-2-Denver Broncos-Atlanta Falcons,1566.9398795698642,1499.7928497068115
27,2,Sun,2000-09-10,4:16PM,,boxscore,2000,Detroit Lions,Washington Redskins,True,Detroit Lions,Washington Redskins,2000-2-Detroit Lions-Washington Redskins,1791.9345543778736,1512.0
28,2,Sun,2000-09-10,8:35PM,,boxscore,2000,Arizona Cardinals,Dallas Cowboys,True,Arizona Cardinals,Dallas Cowboys,2000-2-Arizona Cardinals-Dallas Cowboys,1467.3127647679848,1500.0
29,2,Mon,2000-09-11,9:09PM,,boxscore,2000,New York Jets,New England Patriots,True,New York Jets,New England Patriots,2000-2-New York Jets-New England Patriots,1720.3172011206827,1512.2071502931885
30,3,Sun,2000-09-17,1:02PM,,boxscore,2000,Jacksonville Jaguars,Cincinnati Bengals,True,Jacksonville Jaguars,Cincinnati Bengals,2000-3-Jacksonville Jaguars-Cincinnati Bengals,1585.728188973754,1506.1018173414404
31,3,Sun,2000-09-17,1:02PM,@,boxscore,2000,Carolina Panthers,Atlanta Falcons,True,Atlanta Falcons,Carolina Panthers,2000-3-Atlanta Falcons-Carolina Panthers,1556.1848985700224,1506.2107276515928
32,3,Sun,2000-09-17,1:02PM,,boxscore,2000,Cleveland Browns,Pittsburgh Steelers,True,Cleveland Browns,Pittsburgh Steelers,2000-3-Cleveland Browns-Pittsburgh Steelers,1575.9312203615857,1505.9982113115875
33,3,Sun,2000-09-17,1:02PM,,boxscore,2000,Green Bay Packers,Philadelphia Eagles,True,Green Bay Packers,Philadelphia Eagles,2000-3-Green Bay Packers-Philadelphia Eagles,1465.6756360561026,1493.5821263929045
34,3,Sun,2000-09-17,1:02PM,,boxscore,2000,St. Louis Rams,San Francisco 49ers,True,St. Louis Rams,San Francisco 49ers,2000-3-St. Louis Rams-San Francisco 49ers,1745.0619624461538,1518.624517825963
35,3,Sun,2000-09-17,1:03PM,,boxscore,2000,New York Jets,Buffalo Bills,True,New York Jets,Buffalo Bills,2000-3-New York Jets-Buffalo Bills,1833.2961299561207,1518.2071502931885
36,3,Sun,2000-09-17,1:06PM,@,boxscore,2000,Detroit Lions,Tampa Bay Buccaneers,True,Tampa Bay Buccaneers,Detroit Lions,2000-3-Tampa Bay Buccaneers-Detroit Lions,1853.6490768660196,1518.2107276515928
37,3,Sun,2000-09-17,3:16PM,@,boxscore,2000,Chicago Bears,New York Giants,True,New York Giants,Chicago Bears,2000-3-New York Giants-Chicago Bears,1814.999898066886,1518.4173675327745
38,3,Sun,2000-09-17,4:05PM,@,boxscore,2000,Oakland Raiders,Denver Broncos,True,Denver Broncos,Oakland Raiders,2000-3-Denver Broncos-Oakland Raiders,1744.722560840441,1505.5821263929045
39,3,Sun,2000-09-17,4:05PM,,boxscore,2000,Kansas City Chiefs,San Diego Chargers,True,Kansas City Chiefs,San Diego Chargers,2000-3-Kansas City Chiefs-San Diego Chargers,1313.7188022301018,1494.0
40,3,Sun,2000-09-17,4:15PM,@,boxscore,2000,New England Patriots,Minnesota Vikings,True,Minnesota Vikings,New England Patriots,2000-3-Minnesota Vikings-New England Patriots,1814.999898066886,1518.4173675327745
41,3,Sun,2000-09-17,4:15PM,,boxscore,2000,Seattle Seahawks,New Orleans Saints,True,Seattle Seahawks,New Orleans Saints,2000-3-Seattle Seahawks-New Orleans Saints,1446.4549342388104,1493.5821263929045
42,3,Sun,2000-09-17,8:36PM,,boxscore,2000,Miami Dolphins,Baltimore Ravens,True,Miami Dolphins,Baltimore Ravens,2000-3-Miami Dolphins-Baltimore Ravens,1705.5954939224473,1505.7928497068115
43,3,Mon,2000-09-18,9:01PM,@,boxscore,2000,Washington Redskins,Dallas Cowboys,True,Dallas Cowboys,Washington Redskins,2000-3-Dallas Cowboys-Washington Redskins,1397.6224819061918,1493.7928497068115
44,4,Sun,2000-09-24,1:01PM,@,boxscore,2000,Pittsburgh Steelers,Tennessee Titans,True,Tennessee Titans,Pittsburgh Steelers,2000-4-Tennessee Titans-Pittsburgh Steelers,1527.5651034402294,1506.2089065026796
45,4,Sun,2000-09-24,1:02PM,,boxscore,2000,Baltimore Ravens,Cincinnati Bengals,True,Baltimore Ravens,Cincinnati Bengals,2000-4-Baltimore Ravens-Cincinnati Bengals,1645.8082364530164,1512.5212583225123
46,4,Sun,2000-09-24,1:02PM,@,boxscore,2000,Atlanta Falcons,St. Louis Rams,True,St. Louis Rams,Atlanta Falcons,2000-4-St. Louis Rams-Atlanta Falcons,1810.5704643456133,1524.8388052076957
47,4,Sun,2000-09-24,1:02PM,@,boxscore,2000,Chicago Bears,Detroit Lions,True,Detroit Lions,Chicago Bears,2000-4-Detroit Lions-Chicago Bears,1695.8282555431797,1512.4209009076942
48,4,Sun,2000-09-24,1:02PM,@,boxscore,2000,New Orleans Saints,Philadelphia Eagles,True,Philadelphia Eagles,New Orleans Saints,2000-4-Philadelphia Eagles-New Orleans Saints,1447.103322610647,1500.210723313907
49,4,Sun,2000-09-24,1:03PM,,boxscore,2000,Miami Dolphins,New England Patriots,True,Miami Dolphins,New England Patriots,2000-4-Miami Dolphins-New England Patriots,1729.2122807907806,1512.2138298439206
50,4,Sun,2000-09-24,1:05PM,@,boxscore,2000,Dallas Cowboys,San Francisco 49ers,True,San Francisco 49ers,Dallas Cowboys,2000-4-San Francisco 49ers-Dallas Cowboys,1338.2878034074254,1487.3718562543759
51,4,Sun,2000-09-24,4:06PM,@,boxscore,2000,Arizona Cardinals,Green Bay Packers,True,Green Bay Packers,Arizona Cardinals,2000-4-Green Bay Packers-Arizona Cardinals,1562.1371193659759,1499.4713062465562
52,4,Sun,2000-09-24,4:15PM,@,boxscore,2000,Tampa Bay Buccaneers,New York Jets,True,New York Jets,Tampa Bay Buccaneers,2000-4-New York Jets-Tampa Bay Buccaneers,1931.1656366945597,1524.2070885143976
53,4,Sun,2000-09-24,4:15PM,@,boxscore,2000,San Diego Chargers,Seattle Seahawks,True,Seattle Seahawks,San Diego Chargers,2000-4-Seattle Seahawks-San Diego Chargers,1481.6206241626314,1499.7820685705394
54,4,Sun,2000-09-24,4:16PM,@,boxscore,2000,Denver Broncos,Kansas City Chiefs,True,Kansas City Chiefs,Denver Broncos,2000-4-Kansas City Chiefs-Denver Broncos,1486.6794489228773,1499.800057822365
55,4,Sun,2000-09-24,4:17PM,,boxscore,2000,Oakland Raiders,Cleveland Browns,True,Oakland Raiders,Cleveland Browns,2000-4-Oakland Raiders-Cleveland Browns,1711.0013173603486,1512.214393265714
56,4,Sun,2000-09-24,8:37PM,@,boxscore,2000,New York Giants,Washington Redskins,True,Washington Redskins,New York Giants,2000-4-Washington Redskins-New York Giants,1537.1847042724105,1499.7897300524403
57,4,Mon,2000-09-25,9:00PM,,boxscore,2000,Indianapolis Colts,Jacksonville Jaguars,True,Indianapolis Colts,Jacksonville Jaguars,2000-4-Indianapolis Colts-Jacksonville Jaguars,1653.8854938800614,1505.8946361801814
58,5,Sun,2000-10-01,1:01PM,@,boxscore,2000,Buffalo Bills,Indianapolis Colts,True,Indianapolis Colts,Buffalo Bills,2000-5-Indianapolis Colts-Buffalo Bills,1730.9938136400292,1511.8892392541022
59,5,Sun,2000-10-01,1:01PM,@,boxscore,2000,Detroit Lions,Minnesota Vikings,True,Minnesota Vikings,Detroit Lions,2000-5-Minnesota Vikings-Detroit Lions,1889.537539461845,1524.520912561588
60,5,Sun,2000-10-01,1:02PM,@,boxscore,2000,Carolina Panthers,Dallas Cowboys,True,Dallas Cowboys,Carolina Panthers,2000-5-Dallas Cowboys-Carolina Panthers,1356.6934601025682,1493.9001442489662
61,5,Sun,2000-10-01,1:02PM,,boxscore,2000,St. Louis Rams,San Diego Chargers,True,St. Louis Rams,San Diego Chargers,2000-5-St. Louis Rams-San Diego Chargers,1816.6612968869913,1531.680095089073
62,5,Sun,2000-10-01,1:03PM,@,boxscore,2000,Cleveland Browns,Baltimore Ravens,True,Baltimore Ravens,Cleveland Browns,2000-5-Baltimore Ravens-Cleveland Browns,1702.928345802306,1518.7374933706046
63,5,Sun,2000-10-01,1:03PM,@,boxscore,2000,Jacksonville Jaguars,Pittsburgh Steelers,True,Pittsburgh Steelers,Jacksonville Jaguars,2000-5-Pittsburgh Steelers-Jacksonville Jaguars,1352.0379717673418,1487.3697857407153
64,5,Sun,2000-10-01,1:03PM,,boxscore,2000,Tennessee Titans,New York Giants,True,Tennessee Titans,New York Giants,2000-5-Tennessee Titans-New York Giants,1635.198694477472,1512.0944954568124
65,5,Sun,2000-10-01,4:05PM,@,boxscore,2000,Cincinnati Bengals,Miami Dolphins,True,Miami Dolphins,Cincinnati Bengals,2000-5-Miami Dolphins-Cincinnati Bengals,1743.07987921326,1518.7396454294883
66,5,Sun,2000-10-01,4:06PM,@,boxscore,2000,Denver Broncos,New England Patriots,True,New England Patriots,Denver Broncos,2000-5-New England Patriots-Denver Broncos,1405.096922111785,1480.5264734744258
67,5,Sun,2000-10-01,4:15PM,,boxscore,2000,San Francisco 49ers,Arizona Cardinals,True,San Francisco 49ers,Arizona Cardinals,2000-5-San Francisco 49ers-Arizona Cardinals,1428.1719488577378,1493.255493063089
68,5,Sun,2000-10-01,4:15PM,@,boxscore,2000,Green Bay Packers,Chicago Bears,True,Chicago Bears,Green Bay Packers,2000-5-Chicago Bears-Green Bay Packers,1407.7796045507146,1480.528254937574
69,5,Sun,2000-10-01,4:15PM,,boxscore,2000,Washington Redskins,Tampa Bay Buccaneers,True,Washington Redskins,Tampa Bay Buccaneers,2000-5-Washington Redskins-Tampa Bay Buccaneers,1677.4506985584069,1505.5753172962263
70,5,Sun,2000-10-01,8:36PM,,boxscore,2000,Philadelphia Eagles,Atlanta Falcons,True,Philadelphia Eagles,Atlanta Falcons,2000-5-Philadelphia Eagles-Atlanta Falcons,1534.806172557386,1506.2144238505095
71,5,Mon,2000-10-02,9:00PM,,boxscore,2000,Kansas City Chiefs,Seattle Seahawks,True,Kansas City Chiefs,Seattle Seahawks,2000-5-Kansas City Chiefs-Seattle Seahawks,1567.1943385218156,1505.8003684857379
72,6,Sun,2000-10-08,1:00PM,@,boxscore,2000,Cincinnati Bengals,Tennessee Titans,True,Tennessee Titans,Cincinnati Bengals,2000-6-Tennessee Titans-Cincinnati Bengals,1651.439681608224,1518.7299078385975
73,6,Sun,2000-10-08,1:01PM,@,boxscore,2000,New York Jets,Pittsburgh Steelers,True,Pittsburgh Steelers,New York Jets,2000-6-Pittsburgh Steelers-New York Jets,1535.1525776180213,1492.7360011925907
74,6,Sun,2000-10-08,1:01PM,,boxscore,2000,Detroit Lions,Green Bay Packers,True,Detroit Lions,Green Bay Packers,2000-6-Detroit Lions-Green Bay Packers,1674.3308384076265,1512.5318072912617
75,6,Sun,2000-10-08,1:02PM,,boxscore,2000,Miami Dolphins,Buffalo Bills,True,Miami Dolphins,Buffalo Bills,2000-6-Miami Dolphins-Buffalo Bills,1787.7614468457061,1525.0592941553032
76,6,Sun,2000-10-08,1:02PM,,boxscore,2000,New England Patriots,Indianapolis Colts,True,New England Patriots,Indianapolis Colts,2000-6-New England Patriots-Indianapolis Colts,1568.0321805698932,1485.9863240449706
77,6,Sun,2000-10-08,1:02PM,@,boxscore,2000,Philadelphia Eagles,Washington Redskins,True,Washington Redskins,Philadelphia Eagles,2000-6-Washington Redskins-Philadelphia Eagles,1730.1130911384203,1511.5642803294897
78,6,Sun,2000-10-08,1:03PM,@,boxscore,2000,Chicago Bears,New Orleans Saints,True,New Orleans Saints,Chicago Bears,2000-6-New Orleans Saints-Chicago Bears,1343.8526028720473,1494.3433732241645
79,6,Sun,2000-10-08,4:00PM,@,boxscore,2000,San Francisco 49ers,Oakland Raiders,True,Oakland Raiders,San Francisco 49ers,2000-6-Oakland Raiders-San Francisco 49ers,1744.4654330121919,1518.541477287276
80,6,Sun,2000-10-08,4:05PM,@,boxscore,2000,Atlanta Falcons,New York Giants,True,New York Giants,Atlanta Falcons,2000-6-New York Giants-Atlanta Falcons,1556.8732993896476,1513.1728452778227
81,6,Sun,2000-10-08,4:15PM,,boxscore,2000,Carolina Panthers,Seattle Seahawks,True,Carolina Panthers,Seattle Seahawks,2000-6-Carolina Panthers-Seattle Seahawks,1348.368843413915,1494.0017909233084
82,6,Sun,2000-10-08,4:15PM,,boxscore,2000,Arizona Cardinals,Cleveland Browns,True,Arizona Cardinals,Cleveland Browns,2000-6-Arizona Cardinals-Cleveland Browns,1375.6760575623514,1494.1313269965917
83,6,Sun,2000-10-08,4:15PM,@,boxscore,2000,San Diego Chargers,Denver Broncos,True,Denver Broncos,San Diego Chargers,2000-6-Denver Broncos-San Diego Chargers,1418.871675831809,1500.645405937504
84,6,Sun,2000-10-08,8:35PM,@,boxscore,2000,Jacksonville Jaguars,Baltimore Ravens,True,Baltimore Ravens,Jacksonville Jaguars,2000-6-Baltimore Ravens-Jacksonville Jaguars,1727.0637882871208,1525.1549240011086
85,6,Mon,2000-10-09,9:10PM,,boxscore,2000,Minnesota Vikings,Tampa Bay Buccaneers,True,Minnesota Vikings,Tampa Bay Buccaneers,2000-6-Minnesota Vikings-Tampa Bay Buccaneers,1929.6507980641227,1530.8331321398648
86,7,Sun,2000-10-15,1:00PM,@,boxscore,2000,Kansas City Chiefs,Oakland Raiders,True,Oakland Raiders,Kansas City Chiefs,2000-7-Oakland Raiders-Kansas City Chiefs,1786.9132631933667,1524.761409859782
87,7,Sun,2000-10-15,1:01PM,,boxscore,2000,Buffalo Bills,San Diego Chargers,True,Buffalo Bills,San Diego Chargers,2000-7-Buffalo Bills-San Diego Chargers,1496.8322002568912,1500.433162237276
88,7,Sun,2000-10-15,1:01PM,,boxscore,2000,Pittsburgh Steelers,Cincinnati Bengals,True,Pittsburgh Steelers,Cincinnati Bengals,2000-7-Pittsburgh Steelers-Cincinnati Bengals,1557.5010314094375,1499.1534099405242
89,7,Sun,2000-10-15,1:01PM,,boxscore,2000,Washington Redskins,Baltimore Ravens,True,Washington Redskins,Baltimore Ravens,2000-7-Washington Redskins-Baltimore Ravens,1796.3863757309575,1517.3296978639514
90,7,Sun,2000-10-15,1:02PM,,boxscore,2000,St. Louis Rams,Atlanta Falcons,True,St. Louis Rams,Atlanta Falcons,2000-7-St. Louis Rams-Atlanta Falcons,1835.4520344404862,1538.4343992220197
91,7,Sun,2000-10-15,1:03PM,,boxscore,2000,New York Giants,Dallas Cowboys,True,New York Giants,Dallas Cowboys,2000-7-New York Giants-Dallas Cowboys,1594.3162446560634,1519.5053320756883
92,7,Sun,2000-10-15,1:04PM,,boxscore,2000,New Orleans Saints,Carolina Panthers,True,New Orleans Saints,Carolina Panthers,2000-7-New Orleans Saints-Carolina Panthers,1412.823555191423,1500.3492721396187
93,7,Sun,2000-10-15,4:05PM,@,boxscore,2000,Seattle Seahawks,Indianapolis Colts,True,Indianapolis Colts,Seattle Seahawks,2000-7-Indianapolis Colts-Seattle Seahawks,1627.3750746506948,1512.7494234746644
94,7,Sun,2000-10-15,4:05PM,@,boxscore,2000,New England Patriots,New York Jets,True,New York Jets,New England Patriots,2000-7-New York Jets-New England Patriots,1802.5273761847284,1525.4065658561296
95,7,Sun,2000-10-15,4:06PM,,boxscore,2000,Denver Broncos,Cleveland Browns,True,Denver Broncos,Cleveland Browns,2000-7-Denver Broncos-Cleveland Browns,1479.4969844420723,1506.86585821322
96,7,Sun,2000-10-15,4:15PM,@,boxscore,2000,Arizona Cardinals,Philadelphia Eagles,True,Philadelphia Eagles,Arizona Cardinals,2000-7-Philadelphia Eagles-Arizona Cardinals,1533.1910728216806,1506.3306919882284
97,7,Sun,2000-10-15,4:15PM,,boxscore,2000,Green Bay Packers,San Francisco 49ers,True,Green Bay Packers,San Francisco 49ers,2000-7-Green Bay Packers-San Francisco 49ers,1447.7771215216321,1493.6925764582995
98,7,Sun,2000-10-15,8:35PM,@,boxscore,2000,Chicago Bears,Minnesota Vikings,True,Minnesota Vikings,Chicago Bears,2000-7-Minnesota Vikings-Chicago Bears,1936.5400960018032,1537.799290659736
99,7,Mon,2000-10-16,9:10PM,,boxscore,2000,Tennessee Titans,Jacksonville Jaguars,True,Tennessee Titans,Jacksonville Jaguars,2000-7-Tennessee Titans-Jacksonville Jaguars,1678.0580356963135,1525.257343112627
100,8,Thu,2000-10-19,8:35PM,@,boxscore,2000,Tampa Bay Buccaneers,Detroit Lions,True,Detroit Lions,Tampa Bay Buccaneers,2000-8-Detroit Lions-Tampa Bay Buccaneers,1727.9236380353736,1518.746181504934
101,8,Sun,2000-10-22,1:00PM,,boxscore,2000,Cincinnati Bengals,Denver Broncos,True,Cincinnati Bengals,Denver Broncos,2000-8-Cincinnati Bengals-Denver Broncos,1272.107912552049,1467.340368430182
102,8,Sun,2000-10-22,1:00PM,,boxscore,2000,Indianapolis Colts,New England Patriots,True,Indianapolis Colts,New England Patriots,2000-8-Indianapolis Colts-New England Patriots,1674.1961615440878,1519.3232323078516
103,8,Sun,2000-10-22,1:00PM,,boxscore,2000,Dallas Cowboys,Arizona Cardinals,True,Dallas Cowboys,Arizona Cardinals,2000-8-Dallas Cowboys-Arizona Cardinals,1382.459274751684,1493.5597405054411
104,8,Sun,2000-10-22,1:00PM,,boxscore,2000,Kansas City Chiefs,St. Louis Rams,True,Kansas City Chiefs,St. Louis Rams,2000-8-Kansas City Chiefs-St. Louis Rams,1629.3078980247165,1504.9122349485701
105,8,Sun,2000-10-22,1:02PM,,boxscore,2000,Minnesota Vikings,Buffalo Bills,True,Minnesota Vikings,Buffalo Bills,2000-8-Minnesota Vikings-Buffalo Bills,1952.8844082553292,1544.4421043455338
106,8,Sun,2000-10-22,1:02PM,,boxscore,2000,Carolina Panthers,San Francisco 49ers,True,Carolina Panthers,San Francisco 49ers,2000-8-Carolina Panthers-San Francisco 49ers,1346.3371896577805,1494.1181502199659
107,8,Sun,2000-10-22,1:02PM,@,boxscore,2000,Baltimore Ravens,Tennessee Titans,True,Tennessee Titans,Baltimore Ravens,2000-8-Tennessee Titans-Baltimore Ravens,1743.3203591409674,1531.3586674278795
108,8,Sun,2000-10-22,1:03PM,,boxscore,2000,Philadelphia Eagles,Chicago Bears,True,Philadelphia Eagles,Chicago Bears,2000-8-Philadelphia Eagles-Chicago Bears,1556.6016873687488,1512.999699347724
109,8,Sun,2000-10-22,1:05PM,@,boxscore,2000,Atlanta Falcons,New Orleans Saints,True,New Orleans Saints,Atlanta Falcons,2000-8-New Orleans Saints-Atlanta Falcons,1461.4500149821472,1506.682822587486
110,8,Sun,2000-10-22,4:05PM,,boxscore,2000,Oakland Raiders,Seattle Seahawks,True,Oakland Raiders,Seattle Seahawks,2000-8-Oakland Raiders-Seattle Seahawks,1796.4764942877023,1531.5036531494907
111,8,Sun,2000-10-22,4:05PM,,boxscore,2000,Pittsburgh Steelers,Cleveland Browns,True,Pittsburgh Steelers,Cleveland Browns,2000-8-Pittsburgh Steelers-Cleveland Browns,1590.2976505775737,1505.45536374117
112,8,Sun,2000-10-22,4:15PM,@,boxscore,2000,Jacksonville Jaguars,Washington Redskins,True,Washington Redskins,Jacksonville Jaguars,2000-8-Washington Redskins-Jacksonville Jaguars,1806.1926447284015,1523.9448727728986
113,8,Mon,2000-10-23,9:10PM,,boxscore,2000,New York Jets,Miami Dolphins,True,New York Jets,Miami Dolphins,2000-8-New York Jets-Miami Dolphins,1866.8164769757907,1531.4125630239441
114,9,Sun,2000-10-29,1:01PM,,boxscore,2000,Buffalo Bills,New York Jets,True,Buffalo Bills,New York Jets,2000-9-Buffalo Bills-New York Jets,1604.6512584560842,1499.1431635233048
115,9,Sun,2000-10-29,1:01PM,,boxscore,2000,Tampa Bay Buccaneers,Minnesota Vikings,True,Tampa Bay Buccaneers,Minnesota Vikings,2000-9-Tampa Bay Buccaneers-Minnesota Vikings,1656.381606108493,1499.0318589389829
116,9,Sun,2000-10-29,1:02PM,,boxscore,2000,Miami Dolphins,Green Bay Packers,True,Miami Dolphins,Green Bay Packers,2000-9-Miami Dolphins-Green Bay Packers,1743.9902982071328,1525.4904849266325
117,9,Sun,2000-10-29,1:02PM,@,boxscore,2000,Baltimore Ravens,Pittsburgh Steelers,True,Pittsburgh Steelers,Baltimore Ravens,2000-9-Pittsburgh Steelers-Baltimore Ravens,1660.1478567056163,1511.3201186718907
118,9,Sun,2000-10-29,1:02PM,,boxscore,2000,Atlanta Falcons,Carolina Panthers,True,Atlanta Falcons,Carolina Panthers,2000-9-Atlanta Falcons-Carolina Panthers,1351.9412958962446,1480.3459248636932
119,9,Sun,2000-10-29,1:03PM,@,boxscore,2000,Cleveland Browns,Cincinnati Bengals,True,Cincinnati Bengals,Cleveland Browns,2000-9-Cincinnati Bengals-Cleveland Browns,1348.8111565122647,1473.2020411736332
120,9,Sun,2000-10-29,2:00PM,,boxscore,2000,Indianapolis Colts,Detroit Lions,True,Indianapolis Colts,Detroit Lions,2000-9-Indianapolis Colts-Detroit Lions,1737.8898213852053,1525.3331976130137
121,9,Sun,2000-10-29,4:05PM,@,boxscore,2000,Arizona Cardinals,New Orleans Saints,True,New Orleans Saints,Arizona Cardinals,2000-9-New Orleans Saints-Arizona Cardinals,1490.5865938558038,1513.1077797286032
122,9,Sun,2000-10-29,4:05PM,@,boxscore,2000,San Francisco 49ers,St. Louis Rams,True,St. Louis Rams,San Francisco 49ers,2000-9-St. Louis Rams-San Francisco 49ers,1698.5640598837854,1540.1002193777772
123,9,Sun,2000-10-29,4:07PM,,boxscore,2000,New York Giants,Philadelphia Eagles,True,New York Giants,Philadelphia Eagles,2000-9-New York Giants-Philadelphia Eagles,1649.773002347027,1525.6176672442464
124,9,Sun,2000-10-29,4:15PM,@,boxscore,2000,Dallas Cowboys,Jacksonville Jaguars,True,Jacksonville Jaguars,Dallas Cowboys,2000-9-Jacksonville Jaguars-Dallas Cowboys,1366.2139980554289,1480.6458453053624
