,week,day,date,time,at_value,boxscore,season_year,home_team,away_team,is_winner,team,opponent,week_team_opponent,glicko2_rating,elo_rating
1720,10,Sun,2006-11-12,1:03PM,,boxscore,2006,Miami Dolphins,Kansas City Chiefs,True,Miami Dolphins,Kansas City Chiefs,2006-10-Miami Dolphins-Kansas City Chiefs,1516.131505326006,1719.3672101264494
1721,10,Sun,2006-11-12,1:03PM,@,boxscore,2006,Tennessee Titans,Baltimore Ravens,True,Baltimore Ravens,Tennessee Titans,2006-10-Baltimore Ravens-Tennessee Titans,1560.124269842288,1882.5728499341997
1722,10,Sun,2006-11-12,1:05PM,@,boxscore,2006,Atlanta Falcons,Cleveland Browns,True,Cleveland Browns,Atlanta Falcons,2006-10-Cleveland Browns-Atlanta Falcons,1400.142777325743,1059.5784916230602
1723,10,Sun,2006-11-12,1:05PM,@,boxscore,2006,Minnesota Vikings,Green Bay Packers,True,Green Bay Packers,Minnesota Vikings,2006-10-Green Bay Packers-Minnesota Vikings,1486.1112439732497,1801.529737834535
1724,10,Sun,2006-11-12,4:05PM,@,boxscore,2006,Oakland Raiders,Denver Broncos,True,Denver Broncos,Oakland Raiders,2006-10-Denver Broncos-Oakland Raiders,1665.7826980206737,1816.0132686854204
1725,10,Sun,2006-11-12,4:15PM,,boxscore,2006,Pittsburgh Steelers,New Orleans Saints,True,Pittsburgh Steelers,New Orleans Saints,2006-10-Pittsburgh Steelers-New Orleans Saints,1632.4885839559822,1961.7766662748527
1726,10,Sun,2006-11-12,4:16PM,@,boxscore,2006,Arizona Cardinals,Dallas Cowboys,True,Dallas Cowboys,Arizona Cardinals,2006-10-Dallas Cowboys-Arizona Cardinals,1482.5897938576275,1179.907416359095
1727,10,Sun,2006-11-12,4:17PM,,boxscore,2006,Seattle Seahawks,St. Louis Rams,True,Seattle Seahawks,St. Louis Rams,2006-10-Seattle Seahawks-St. Louis Rams,1601.641928456273,1541.0402599543954
1728,10,Sun,2006-11-12,8:21PM,@,boxscore,2006,New York Giants,Chicago Bears,True,Chicago Bears,New York Giants,2006-10-Chicago Bears-New York Giants,1557.0888315454788,1401.0794069481067
1729,10,Mon,2006-11-13,8:40PM,,boxscore,2006,Carolina Panthers,Tampa Bay Buccaneers,True,Carolina Panthers,Tampa Bay Buccaneers,2006-10-Carolina Panthers-Tampa Bay Buccaneers,1554.6729407035875,1280.3885175888863
1730,11,Sun,2006-11-19,1:00PM,,boxscore,2006,Kansas City Chiefs,Oakland Raiders,True,Kansas City Chiefs,Oakland Raiders,2006-11-Kansas City Chiefs-Oakland Raiders,1570.0447701487658,1490.5644352288803
1731,11,Sun,2006-11-19,1:01PM,@,boxscore,2006,Philadelphia Eagles,Tennessee Titans,True,Tennessee Titans,Philadelphia Eagles,2006-11-Tennessee Titans-Philadelphia Eagles,1428.769507755227,1706.147335879831
1732,11,Sun,2006-11-19,1:02PM,,boxscore,2006,Baltimore Ravens,Atlanta Falcons,True,Baltimore Ravens,Atlanta Falcons,2006-11-Baltimore Ravens-Atlanta Falcons,1569.4333630490753,1894.2237801882804
1733,11,Sun,2006-11-19,1:02PM,,boxscore,2006,Carolina Panthers,St. Louis Rams,True,Carolina Panthers,St. Louis Rams,2006-11-Carolina Panthers-St. Louis Rams,1563.2342270702006,1280.776435425041
1734,11,Sun,2006-11-19,1:02PM,@,boxscore,2006,New Orleans Saints,Cincinnati Bengals,True,Cincinnati Bengals,New Orleans Saints,2006-11-Cincinnati Bengals-New Orleans Saints,1523.204726042767,1109.6443604617932
1735,11,Sun,2006-11-19,1:02PM,@,boxscore,2006,Green Bay Packers,New England Patriots,True,New England Patriots,Green Bay Packers,2006-11-New England Patriots-Green Bay Packers,1711.44534645145,1832.0504274987788
1736,11,Sun,2006-11-19,1:03PM,@,boxscore,2006,Houston Texans,Buffalo Bills,True,Buffalo Bills,Houston Texans,2006-11-Buffalo Bills-Houston Texans,1461.7594746076988,1194.4431588199323
1737,11,Sun,2006-11-19,1:03PM,@,boxscore,2006,Cleveland Browns,Pittsburgh Steelers,True,Pittsburgh Steelers,Cleveland Browns,2006-11-Pittsburgh Steelers-Cleveland Browns,1637.3427969366624,1973.7104017678853
1738,11,Sun,2006-11-19,1:03PM,,boxscore,2006,Miami Dolphins,Minnesota Vikings,True,Miami Dolphins,Minnesota Vikings,2006-11-Miami Dolphins-Minnesota Vikings,1526.5469966363498,1728.4653472539833
1739,11,Sun,2006-11-19,1:03PM,,boxscore,2006,Tampa Bay Buccaneers,Washington Redskins,True,Tampa Bay Buccaneers,Washington Redskins,2006-11-Tampa Bay Buccaneers-Washington Redskins,1496.681236116362,1696.5589238538862
1740,11,Sun,2006-11-19,1:04PM,@,boxscore,2006,New York Jets,Chicago Bears,True,Chicago Bears,New York Jets,2006-11-Chicago Bears-New York Jets,1566.2492270806163,1404.7121397332228
1741,11,Sun,2006-11-19,4:05PM,,boxscore,2006,Arizona Cardinals,Detroit Lions,True,Arizona Cardinals,Detroit Lions,2006-11-Arizona Cardinals-Detroit Lions,1323.9585597852924,970.8625314597779
1742,11,Sun,2006-11-19,4:05PM,,boxscore,2006,San Francisco 49ers,Seattle Seahawks,True,San Francisco 49ers,Seattle Seahawks,2006-11-San Francisco 49ers-Seattle Seahawks,1406.4333237614849,1396.4598081183467
1743,11,Sun,2006-11-19,4:15PM,,boxscore,2006,Dallas Cowboys,Indianapolis Colts,True,Dallas Cowboys,Indianapolis Colts,2006-11-Dallas Cowboys-Indianapolis Colts,1500.418725882023,1180.2007857738042
1744,11,Sun,2006-11-19,8:21PM,@,boxscore,2006,Denver Broncos,San Diego Chargers,True,San Diego Chargers,Denver Broncos,2006-11-San Diego Chargers-Denver Broncos,1585.0068002157159,1089.2296609742612
1745,11,Mon,2006-11-20,8:40PM,,boxscore,2006,Jacksonville Jaguars,New York Giants,True,Jacksonville Jaguars,New York Giants,2006-11-Jacksonville Jaguars-New York Giants,1551.130806676749,1302.4655741258714
1746,12,Thu,2006-11-23,12:30PM,@,boxscore,2006,Detroit Lions,Miami Dolphins,True,Miami Dolphins,Detroit Lions,2006-12-Miami Dolphins-Detroit Lions,1531.8717129737988,1740.2408622137061
1747,12,Thu,2006-11-23,4:25PM,,boxscore,2006,Dallas Cowboys,Tampa Bay Buccaneers,True,Dallas Cowboys,Tampa Bay Buccaneers,2006-12-Dallas Cowboys-Tampa Bay Buccaneers,1511.1976237378412,1180.7850490620817
1748,12,Thu,2006-11-23,8:12PM,,boxscore,2006,Kansas City Chiefs,Denver Broncos,True,Kansas City Chiefs,Denver Broncos,2006-12-Kansas City Chiefs-Denver Broncos,1583.3002346672374,1492.1636091068287
1749,12,Sun,2006-11-26,1:02PM,,boxscore,2006,Buffalo Bills,Jacksonville Jaguars,True,Buffalo Bills,Jacksonville Jaguars,2006-12-Buffalo Bills-Jacksonville Jaguars,1475.6310033334232,1198.635551313249
1750,12,Sun,2006-11-26,1:02PM,,boxscore,2006,New York Jets,Houston Texans,True,New York Jets,Houston Texans,2006-12-New York Jets-Houston Texans,1501.4157733680202,1552.935307554184
1751,12,Sun,2006-11-26,1:02PM,,boxscore,2006,Baltimore Ravens,Pittsburgh Steelers,True,Baltimore Ravens,Pittsburgh Steelers,2006-12-Baltimore Ravens-Pittsburgh Steelers,1582.2518121512842,1898.874552961639
1752,12,Sun,2006-11-26,1:02PM,,boxscore,2006,St. Louis Rams,San Francisco 49ers,True,St. Louis Rams,San Francisco 49ers,2006-12-St. Louis Rams-San Francisco 49ers,1484.5385935802567,1881.7330703881053
1753,12,Sun,2006-11-26,1:03PM,,boxscore,2006,Washington Redskins,Carolina Panthers,True,Washington Redskins,Carolina Panthers,2006-12-Washington Redskins-Carolina Panthers,1476.1396902249035,1347.2804065158407
1754,12,Sun,2006-11-26,1:04PM,@,boxscore,2006,Cleveland Browns,Cincinnati Bengals,True,Cincinnati Bengals,Cleveland Browns,2006-12-Cincinnati Bengals-Cleveland Browns,1530.3933559933334,1116.7038335042562
1755,12,Sun,2006-11-26,1:05PM,@,boxscore,2006,Atlanta Falcons,New Orleans Saints,True,New Orleans Saints,Atlanta Falcons,2006-12-New Orleans Saints-Atlanta Falcons,1471.7805155701892,1583.2999264627438
1756,12,Sun,2006-11-26,1:05PM,,boxscore,2006,Minnesota Vikings,Arizona Cardinals,True,Minnesota Vikings,Arizona Cardinals,2006-12-Minnesota Vikings-Arizona Cardinals,1497.332313867896,1523.2482633652812
1757,12,Sun,2006-11-26,4:05PM,,boxscore,2006,San Diego Chargers,Oakland Raiders,True,San Diego Chargers,Oakland Raiders,2006-12-San Diego Chargers-Oakland Raiders,1590.1770656647093,1089.641466238978
1758,12,Sun,2006-11-26,4:15PM,,boxscore,2006,New England Patriots,Chicago Bears,True,New England Patriots,Chicago Bears,2006-12-New England Patriots-Chicago Bears,1718.8343792414692,1843.105865971376
1759,12,Sun,2006-11-26,4:15PM,,boxscore,2006,Tennessee Titans,New York Giants,True,Tennessee Titans,New York Giants,2006-12-Tennessee Titans-New York Giants,1442.8050293087203,1712.7396044734114
1760,12,Sun,2006-11-26,8:21PM,,boxscore,2006,Indianapolis Colts,Philadelphia Eagles,True,Indianapolis Colts,Philadelphia Eagles,2006-12-Indianapolis Colts-Philadelphia Eagles,1734.6844203438495,1822.48715877234
1761,12,Mon,2006-11-27,8:41PM,,boxscore,2006,Seattle Seahawks,Green Bay Packers,True,Seattle Seahawks,Green Bay Packers,2006-12-Seattle Seahawks-Green Bay Packers,1592.5916278701736,1539.6737155687758
1762,13,Thu,2006-11-30,8:04PM,,boxscore,2006,Cincinnati Bengals,Baltimore Ravens,True,Cincinnati Bengals,Baltimore Ravens,2006-13-Cincinnati Bengals-Baltimore Ravens,1542.9551525790803,1116.8353464668266
1763,13,Sun,2006-12-03,1:02PM,@,boxscore,2006,Buffalo Bills,San Diego Chargers,True,San Diego Chargers,Buffalo Bills,2006-13-San Diego Chargers-Buffalo Bills,1597.7520601768733,1093.8186144790018
1764,13,Sun,2006-12-03,1:02PM,@,boxscore,2006,St. Louis Rams,Arizona Cardinals,True,Arizona Cardinals,St. Louis Rams,2006-13-Arizona Cardinals-St. Louis Rams,1334.0690721235392,959.4321432440674
1765,13,Sun,2006-12-03,1:02PM,,boxscore,2006,New England Patriots,Detroit Lions,True,New England Patriots,Detroit Lions,2006-13-New England Patriots-Detroit Lions,1721.1745002451123,1854.996377610402
1766,13,Sun,2006-12-03,1:02PM,@,boxscore,2006,Green Bay Packers,New York Jets,True,New York Jets,Green Bay Packers,2006-13-New York Jets-Green Bay Packers,1511.4795057917715,1555.344876613186
1767,13,Sun,2006-12-03,1:03PM,@,boxscore,2006,Washington Redskins,Atlanta Falcons,True,Atlanta Falcons,Washington Redskins,2006-13-Atlanta Falcons-Washington Redskins,1499.693272760663,1255.637752449715
1768,13,Sun,2006-12-03,1:03PM,,boxscore,2006,Chicago Bears,Minnesota Vikings,True,Chicago Bears,Minnesota Vikings,2006-13-Chicago Bears-Minnesota Vikings,1568.5478677184822,1397.5170521270995
1769,13,Sun,2006-12-03,1:03PM,,boxscore,2006,Cleveland Browns,Kansas City Chiefs,True,Cleveland Browns,Kansas City Chiefs,2006-13-Cleveland Browns-Kansas City Chiefs,1404.9978674930073,1041.4153351515135
1770,13,Sun,2006-12-03,1:03PM,,boxscore,2006,Tennessee Titans,Indianapolis Colts,True,Tennessee Titans,Indianapolis Colts,2006-13-Tennessee Titans-Indianapolis Colts,1461.4562330742065,1716.9049495550762
1771,13,Sun,2006-12-03,1:04PM,,boxscore,2006,New Orleans Saints,San Francisco 49ers,True,New Orleans Saints,San Francisco 49ers,2006-13-New Orleans Saints-San Francisco 49ers,1480.2154505539024,1592.39292119584
1772,13,Sun,2006-12-03,4:05PM,@,boxscore,2006,Oakland Raiders,Houston Texans,True,Houston Texans,Oakland Raiders,2006-13-Houston Texans-Oakland Raiders,1340.2780884820004,1187.9879950870647
1773,13,Sun,2006-12-03,4:05PM,@,boxscore,2006,Miami Dolphins,Jacksonville Jaguars,True,Jacksonville Jaguars,Miami Dolphins,2006-13-Jacksonville Jaguars-Miami Dolphins,1548.165996827931,1299.1470107730063
1774,13,Sun,2006-12-03,4:15PM,@,boxscore,2006,New York Giants,Dallas Cowboys,True,Dallas Cowboys,New York Giants,2006-13-Dallas Cowboys-New York Giants,1522.137266218671,1181.480622927388
1775,13,Sun,2006-12-03,4:15PM,,boxscore,2006,Pittsburgh Steelers,Tampa Bay Buccaneers,True,Pittsburgh Steelers,Tampa Bay Buccaneers,2006-13-Pittsburgh Steelers-Tampa Bay Buccaneers,1630.9613538795552,1978.9964573240043
1776,13,Sun,2006-12-03,8:20PM,@,boxscore,2006,Denver Broncos,Seattle Seahawks,True,Seattle Seahawks,Denver Broncos,2006-13-Seattle Seahawks-Denver Broncos,1604.9553721326456,1541.7224172829897
1777,13,Mon,2006-12-04,8:40PM,,boxscore,2006,Philadelphia Eagles,Carolina Panthers,True,Philadelphia Eagles,Carolina Panthers,2006-13-Philadelphia Eagles-Carolina Panthers,1543.1227074069059,2064.3084533051892
1778,14,Thu,2006-12-07,8:04PM,,boxscore,2006,Pittsburgh Steelers,Cleveland Browns,True,Pittsburgh Steelers,Cleveland Browns,2006-14-Pittsburgh Steelers-Cleveland Browns,1635.9439965114939,1990.942348791024
1779,14,Sun,2006-12-10,1:00PM,@,boxscore,2006,Kansas City Chiefs,Baltimore Ravens,True,Baltimore Ravens,Kansas City Chiefs,2006-14-Baltimore Ravens-Kansas City Chiefs,1580.5722411823688,1909.6936992063704
1780,14,Sun,2006-12-10,1:02PM,@,boxscore,2006,Tampa Bay Buccaneers,Atlanta Falcons,True,Atlanta Falcons,Tampa Bay Buccaneers,2006-14-Atlanta Falcons-Tampa Bay Buccaneers,1509.7973488040675,1256.5670898505107
1781,14,Sun,2006-12-10,1:02PM,@,boxscore,2006,Carolina Panthers,New York Giants,True,New York Giants,Carolina Panthers,2006-14-New York Giants-Carolina Panthers,1514.9048641641218,1675.3751896223132
1782,14,Sun,2006-12-10,1:02PM,@,boxscore,2006,Houston Texans,Tennessee Titans,True,Tennessee Titans,Houston Texans,2006-14-Tennessee Titans-Houston Texans,1468.911767094392,1728.3595826298015
1783,14,Sun,2006-12-10,1:02PM,,boxscore,2006,Miami Dolphins,New England Patriots,True,Miami Dolphins,New England Patriots,2006-14-Miami Dolphins-New England Patriots,1537.6354332906853,1743.4407832676718
1784,14,Sun,2006-12-10,1:03PM,,boxscore,2006,Cincinnati Bengals,Oakland Raiders,True,Cincinnati Bengals,Oakland Raiders,2006-14-Cincinnati Bengals-Oakland Raiders,1548.6703196596243,1117.3182188527478
1785,14,Sun,2006-12-10,1:03PM,,boxscore,2006,Jacksonville Jaguars,Indianapolis Colts,True,Jacksonville Jaguars,Indianapolis Colts,2006-14-Jacksonville Jaguars-Indianapolis Colts,1564.09586067272,1299.722327702531
1786,14,Sun,2006-12-10,1:03PM,@,boxscore,2006,Detroit Lions,Minnesota Vikings,True,Minnesota Vikings,Detroit Lions,2006-14-Minnesota Vikings-Detroit Lions,1494.4205344363006,1530.7576981404904
1787,14,Sun,2006-12-10,1:03PM,@,boxscore,2006,Washington Redskins,Philadelphia Eagles,True,Philadelphia Eagles,Washington Redskins,2006-14-Philadelphia Eagles-Washington Redskins,1551.977313243001,2076.1227241345077
1788,14,Sun,2006-12-10,4:05PM,,boxscore,2006,Arizona Cardinals,Seattle Seahawks,True,Arizona Cardinals,Seattle Seahawks,2006-14-Arizona Cardinals-Seattle Seahawks,1353.0952132293528,959.8381266046912
1789,14,Sun,2006-12-10,4:06PM,@,boxscore,2006,San Francisco 49ers,Green Bay Packers,True,Green Bay Packers,San Francisco 49ers,2006-14-Green Bay Packers-San Francisco 49ers,1471.964837482644,1801.473702961478
1790,14,Sun,2006-12-10,4:15PM,@,boxscore,2006,New York Jets,Buffalo Bills,True,Buffalo Bills,New York Jets,2006-14-Buffalo Bills-New York Jets,1480.4128262938375,1195.7941228728455
1791,14,Sun,2006-12-10,4:15PM,,boxscore,2006,San Diego Chargers,Denver Broncos,True,San Diego Chargers,Denver Broncos,2006-14-San Diego Chargers-Denver Broncos,1609.5968005064526,1094.007575013546
1792,14,Sun,2006-12-10,8:21PM,@,boxscore,2006,Dallas Cowboys,New Orleans Saints,True,New Orleans Saints,Dallas Cowboys,2006-14-New Orleans Saints-Dallas Cowboys,1492.0885525374779,1603.3627289623648
1793,14,Mon,2006-12-11,8:30PM,@,boxscore,2006,St. Louis Rams,Chicago Bears,True,Chicago Bears,St. Louis Rams,2006-14-Chicago Bears-St. Louis Rams,1576.3462018019127,1398.2134001241168
1794,15,Thu,2006-12-14,8:13PM,@,boxscore,2006,Seattle Seahawks,San Francisco 49ers,True,San Francisco 49ers,Seattle Seahawks,2006-15-San Francisco 49ers-Seattle Seahawks,1396.8453299763805,1368.3076806532654
1795,15,Sat,2006-12-16,8:05PM,@,boxscore,2006,Atlanta Falcons,Dallas Cowboys,True,Dallas Cowboys,Atlanta Falcons,2006-15-Dallas Cowboys-Atlanta Falcons,1520.8199655419835,1175.0543398835775
1796,15,Sun,2006-12-17,1:02PM,,boxscore,2006,Buffalo Bills,Miami Dolphins,True,Buffalo Bills,Miami Dolphins,2006-15-Buffalo Bills-Miami Dolphins,1493.2077575222092,1196.2860339018291
1797,15,Sun,2006-12-17,1:02PM,@,boxscore,2006,Carolina Panthers,Pittsburgh Steelers,True,Pittsburgh Steelers,Carolina Panthers,2006-15-Pittsburgh Steelers-Carolina Panthers,1643.9266552399297,2002.7751793928064
1798,15,Sun,2006-12-17,1:02PM,,boxscore,2006,Baltimore Ravens,Cleveland Browns,True,Baltimore Ravens,Cleveland Browns,2006-15-Baltimore Ravens-Cleveland Browns,1586.2864194347003,1921.6185555166844
1799,15,Sun,2006-12-17,1:02PM,,boxscore,2006,Green Bay Packers,Detroit Lions,True,Green Bay Packers,Detroit Lions,2006-15-Green Bay Packers-Detroit Lions,1478.24769420687,1813.3521247309627
1800,15,Sun,2006-12-17,1:02PM,,boxscore,2006,New England Patriots,Houston Texans,True,New England Patriots,Houston Texans,2006-15-New England Patriots-Houston Texans,1705.411347041771,1862.6803297134177
1801,15,Sun,2006-12-17,1:03PM,,boxscore,2006,Tennessee Titans,Jacksonville Jaguars,True,Tennessee Titans,Jacksonville Jaguars,2006-15-Tennessee Titans-Jacksonville Jaguars,1482.9255078989872,1739.4215076093462
1802,15,Sun,2006-12-17,1:04PM,@,boxscore,2006,New Orleans Saints,Washington Redskins,True,Washington Redskins,New Orleans Saints,2006-15-Washington Redskins-New Orleans Saints,1469.1542901581922,1333.1545688325145
1803,15,Sun,2006-12-17,1:05PM,,boxscore,2006,Chicago Bears,Tampa Bay Buccaneers,True,Chicago Bears,Tampa Bay Buccaneers,2006-15-Chicago Bears-Tampa Bay Buccaneers,1583.9494358871443,1400.1442745121847
1804,15,Sun,2006-12-17,1:05PM,@,boxscore,2006,Minnesota Vikings,New York Jets,True,New York Jets,Minnesota Vikings,2006-15-New York Jets-Minnesota Vikings,1509.9700617924698,1560.4100968949672
1805,15,Sun,2006-12-17,4:05PM,@,boxscore,2006,Arizona Cardinals,Denver Broncos,True,Denver Broncos,Arizona Cardinals,2006-15-Denver Broncos-Arizona Cardinals,1618.0478115634278,1823.9082358989283
1806,15,Sun,2006-12-17,4:15PM,@,boxscore,2006,New York Giants,Philadelphia Eagles,True,Philadelphia Eagles,New York Giants,2006-15-Philadelphia Eagles-New York Giants,1562.0297504801279,2087.0360751289495
1807,15,Sun,2006-12-17,4:15PM,@,boxscore,2006,Oakland Raiders,St. Louis Rams,True,St. Louis Rams,Oakland Raiders,2006-15-St. Louis Rams-Oakland Raiders,1468.5731392515142,1890.2628726609803
1808,15,Sun,2006-12-17,8:15PM,,boxscore,2006,San Diego Chargers,Kansas City Chiefs,True,San Diego Chargers,Kansas City Chiefs,2006-15-San Diego Chargers-Kansas City Chiefs,1618.9079434149087,1095.1788016905332
1809,15,Mon,2006-12-18,8:40PM,,boxscore,2006,Indianapolis Colts,Cincinnati Bengals,True,Indianapolis Colts,Cincinnati Bengals,2006-15-Indianapolis Colts-Cincinnati Bengals,1704.5041523318025,1829.5373389293293
1810,16,Thu,2006-12-21,8:05PM,,boxscore,2006,Green Bay Packers,Minnesota Vikings,True,Green Bay Packers,Minnesota Vikings,2006-16-Green Bay Packers-Minnesota Vikings,1489.27887034727,1823.4407583841178
1811,16,Sat,2006-12-23,8:00PM,@,boxscore,2006,Oakland Raiders,Kansas City Chiefs,True,Kansas City Chiefs,Oakland Raiders,2006-16-Kansas City Chiefs-Oakland Raiders,1552.3100665793472,1482.3696044096512
1812,16,Sun,2006-12-24,1:02PM,@,boxscore,2006,Buffalo Bills,Tennessee Titans,True,Tennessee Titans,Buffalo Bills,2006-16-Tennessee Titans-Buffalo Bills,1494.2995862725272,1750.9171989668746
1813,16,Sun,2006-12-24,1:02PM,@,boxscore,2006,Pittsburgh Steelers,Baltimore Ravens,True,Baltimore Ravens,Pittsburgh Steelers,2006-16-Baltimore Ravens-Pittsburgh Steelers,1598.7715616624073,1926.2419764965061
1814,16,Sun,2006-12-24,1:02PM,,boxscore,2006,St. Louis Rams,Washington Redskins,True,St. Louis Rams,Washington Redskins,2006-16-St. Louis Rams-Washington Redskins,1479.4507920091783,1901.79602284924
1815,16,Sun,2006-12-24,1:03PM,@,boxscore,2006,Atlanta Falcons,Carolina Panthers,True,Carolina Panthers,Atlanta Falcons,2006-16-Carolina Panthers-Atlanta Falcons,1529.3563062567696,1244.914325879011
1816,16,Sun,2006-12-24,1:03PM,@,boxscore,2006,Detroit Lions,Chicago Bears,True,Chicago Bears,Detroit Lions,2006-16-Chicago Bears-Detroit Lions,1587.681623129496,1411.0899658154858
1817,16,Sun,2006-12-24,1:03PM,@,boxscore,2006,Cleveland Browns,Tampa Bay Buccaneers,True,Tampa Bay Buccaneers,Cleveland Browns,2006-16-Tampa Bay Buccaneers-Cleveland Browns,1470.6413134108013,1694.9230624290394
1818,16,Sun,2006-12-24,1:03PM,,boxscore,2006,Houston Texans,Indianapolis Colts,True,Houston Texans,Indianapolis Colts,2006-16-Houston Texans-Indianapolis Colts,1351.5331243206797,1165.0314704948676
1819,16,Sun,2006-12-24,1:03PM,@,boxscore,2006,Jacksonville Jaguars,New England Patriots,True,New England Patriots,Jacksonville Jaguars,2006-16-New England Patriots-Jacksonville Jaguars,1712.6405576902712,1874.2552520654815
1820,16,Sun,2006-12-24,1:04PM,@,boxscore,2006,New York Giants,New Orleans Saints,True,New Orleans Saints,New York Giants,2006-16-New Orleans Saints-New York Giants,1491.7813776035466,1606.2125747084117
1821,16,Sun,2006-12-24,4:05PM,@,boxscore,2006,San Francisco 49ers,Arizona Cardinals,True,Arizona Cardinals,San Francisco 49ers,2006-16-Arizona Cardinals-San Francisco 49ers,1361.8769610123056,948.9063539229562
1822,16,Sun,2006-12-24,4:16PM,,boxscore,2006,Denver Broncos,Cincinnati Bengals,True,Denver Broncos,Cincinnati Bengals,2006-16-Denver Broncos-Cincinnati Bengals,1626.757411108607,1835.7192904107453
1823,16,Sun,2006-12-24,4:16PM,@,boxscore,2006,Seattle Seahawks,San Diego Chargers,True,San Diego Chargers,Seattle Seahawks,2006-16-San Diego Chargers-Seattle Seahawks,1628.3157613042424,1096.0480884661818
1824,16,Mon,2006-12-25,5:07PM,@,boxscore,2006,Dallas Cowboys,Philadelphia Eagles,True,Philadelphia Eagles,Dallas Cowboys,2006-16-Philadelphia Eagles-Dallas Cowboys,1571.9047071284047,2098.973420462892
1825,16,Mon,2006-12-25,8:43PM,@,boxscore,2006,Miami Dolphins,New York Jets,True,New York Jets,Miami Dolphins,2006-16-New York Jets-Miami Dolphins,1521.252557501916,1563.5190064613196
1826,17,Sat,2006-12-30,8:05PM,@,boxscore,2006,Washington Redskins,New York Giants,True,New York Giants,Washington Redskins,2006-17-New York Giants-Washington Redskins,1503.5568950083302,1670.0399804065491
1827,17,Sun,2006-12-31,1:00PM,,boxscore,2006,Kansas City Chiefs,Jacksonville Jaguars,True,Kansas City Chiefs,Jacksonville Jaguars,2006-17-Kansas City Chiefs-Jacksonville Jaguars,1562.8660758015963,1491.5526668166585
1828,17,Sun,2006-12-31,1:02PM,,boxscore,2006,Houston Texans,Cleveland Browns,True,Houston Texans,Cleveland Browns,2006-17-Houston Texans-Cleveland Browns,1364.927021352874,1173.6036930030946
1829,17,Sun,2006-12-31,1:02PM,@,boxscore,2006,Dallas Cowboys,Detroit Lions,True,Detroit Lions,Dallas Cowboys,2006-17-Detroit Lions-Dallas Cowboys,1319.3199579700424,985.8253927032584
1830,17,Sun,2006-12-31,1:02PM,@,boxscore,2006,Tennessee Titans,New England Patriots,True,New England Patriots,Tennessee Titans,2006-17-New England Patriots-Tennessee Titans,1718.1936280143527,1882.3000418702745
1831,17,Sun,2006-12-31,1:02PM,,boxscore,2006,New York Jets,Oakland Raiders,True,New York Jets,Oakland Raiders,2006-17-New York Jets-Oakland Raiders,1526.9584304707953,1567.9760954975825
1832,17,Sun,2006-12-31,1:03PM,@,boxscore,2006,New Orleans Saints,Carolina Panthers,True,Carolina Panthers,New Orleans Saints,2006-17-Carolina Panthers-New Orleans Saints,1538.8239155156368,1246.2472345449912
1833,17,Sun,2006-12-31,1:03PM,@,boxscore,2006,Cincinnati Bengals,Pittsburgh Steelers,True,Pittsburgh Steelers,Cincinnati Bengals,2006-17-Pittsburgh Steelers-Cincinnati Bengals,1639.0303311989815,2010.0863372130252
1834,17,Sun,2006-12-31,1:03PM,@,boxscore,2006,Tampa Bay Buccaneers,Seattle Seahawks,True,Seattle Seahawks,Tampa Bay Buccaneers,2006-17-Seattle Seahawks-Tampa Bay Buccaneers,1568.6037886446582,1540.7033308093644
1835,17,Sun,2006-12-31,1:05PM,@,boxscore,2006,Minnesota Vikings,St. Louis Rams,True,St. Louis Rams,Minnesota Vikings,2006-17-St. Louis Rams-Minnesota Vikings,1490.0740876425084,1912.6317898331488
1836,17,Sun,2006-12-31,4:13PM,,boxscore,2006,Philadelphia Eagles,Atlanta Falcons,True,Philadelphia Eagles,Atlanta Falcons,2006-17-Philadelphia Eagles-Atlanta Falcons,1580.4815893861767,2110.8854841039783
1837,17,Sun,2006-12-31,4:15PM,,boxscore,2006,Indianapolis Colts,Miami Dolphins,True,Indianapolis Colts,Miami Dolphins,2006-17-Indianapolis Colts-Miami Dolphins,1689.6738858845592,1836.7928888733993
1838,17,Sun,2006-12-31,4:15PM,,boxscore,2006,San Diego Chargers,Arizona Cardinals,True,San Diego Chargers,Arizona Cardinals,2006-17-San Diego Chargers-Arizona Cardinals,1632.3192115393986,1104.4473779143968
1839,17,Sun,2006-12-31,4:16PM,,boxscore,2006,Baltimore Ravens,Buffalo Bills,True,Baltimore Ravens,Buffalo Bills,2006-17-Baltimore Ravens-Buffalo Bills,1606.1072056885143,1938.0762046206687
1840,17,Sun,2006-12-31,4:16PM,@,boxscore,2006,Denver Broncos,San Francisco 49ers,True,San Francisco 49ers,Denver Broncos,2006-17-San Francisco 49ers-Denver Broncos,1402.0595452179998,1368.0859955783396
1841,17,Sun,2006-12-31,8:15PM,@,boxscore,2006,Chicago Bears,Green Bay Packers,True,Green Bay Packers,Chicago Bears,2006-17-Green Bay Packers-Chicago Bears,1503.068002293129,1834.418337753099
1842,WildCard,Sat,2007-01-06,4:35PM,,boxscore,2006,Indianapolis Colts,Kansas City Chiefs,True,Indianapolis Colts,Kansas City Chiefs,2006-WildCard-Indianapolis Colts-Kansas City Chiefs,1697.5504608736615,1847.3464547166182
